# {"t_start": 1554709372.327473, "env_id": "HalfCheetah-v2"} 
r,l,t
1098.072514,1000,977.67818
1095.202592,1000,978.825717
1106.477799,1000,979.935811
1007.607865,1000,980.99858
1145.604577,1000,982.079024
790.216359,1000,983.163578
1129.087455,1000,984.272807
1147.384007,1000,985.367007
1128.884173,1000,986.472697
1066.973537,1000,987.542877
1132.169137,1000,988.61226
1144.52655,1000,989.725116
1164.904349,1000,990.829535
1121.469003,1000,991.929646
981.86859,1000,993.049427
1035.520507,1000,994.143464
1172.162954,1000,995.261952
1121.903756,1000,996.323717
1133.642832,1000,997.375554
1020.660541,1000,998.379948
1125.596824,1000,999.400907
1114.120033,1000,1000.495478
1079.42962,1000,1001.609093
1019.545407,1000,1002.743075
1113.071926,1000,1003.821533
987.600231,1000,1004.92385
1116.053151,1000,1006.01885
1110.145945,1000,1007.140281
1145.259012,1000,1008.290399
1059.01519,1000,1009.382111
1159.311595,1000,1010.442999
1093.453537,1000,1011.473105
1147.433976,1000,1012.646764
1068.792946,1000,1013.578448
1135.497202,1000,1014.62811
1062.068255,1000,1015.75853
1051.10672,1000,1016.850256
1162.981518,1000,1017.995899
1175.989485,1000,1019.122788
1064.872749,1000,1020.222827
1139.926957,1000,1021.286483
1123.745919,1000,1022.345131
1225.727429,1000,1023.447409
1165.165226,1000,1024.546333
1088.911759,1000,1025.617614
1128.017902,1000,1026.720104
1125.334183,1000,1027.818992
1144.324482,1000,1028.901129
1113.227313,1000,1030.01811
1132.706971,1000,1031.080741
1022.35048,1000,1032.113281
1139.542788,1000,1033.16683
1209.12945,1000,1034.270131
1212.50724,1000,1035.345773
1174.099188,1000,1036.387898
1157.227658,1000,1037.42536
1116.134235,1000,1038.501059
1144.573067,1000,1039.563642
-1918.814625,1000,1040.699008
1203.026737,1000,1041.779912
1153.880188,1000,1042.898133
1269.919892,1000,1043.975744
1166.627744,1000,1045.042382
1110.472661,1000,1046.105989
1125.216005,1000,1047.180922
1202.901622,1000,1048.290243
1225.752724,1000,1049.386525
1105.49036,1000,1050.462692
1139.672054,1000,1051.554832
1189.301004,1000,1052.60317
1135.481361,1000,1053.696923
1217.675137,1000,1054.751299
1081.167298,1000,1055.830368
1153.208648,1000,1056.903227
1201.323108,1000,1057.950554
1186.234044,1000,1059.03527
1123.556392,1000,1059.932175
1148.790638,1000,1060.999626
1141.250794,1000,1062.102926
1210.059988,1000,1063.189886
1143.126784,1000,1064.24772
1196.958779,1000,1065.309563
1059.507757,1000,1066.400583
1192.773288,1000,1067.52042
1215.510567,1000,1068.619644
1193.692968,1000,1069.667232
1149.251625,1000,1070.764379
1172.054784,1000,1071.844492
1181.254685,1000,1072.869735
1068.529319,1000,1073.916583
1211.771098,1000,1075.008325
1142.653009,1000,1076.149461
1173.910743,1000,1077.2211
1190.072305,1000,1078.362303
1100.564848,1000,1079.519717
